idx,review_id,title_clean,text_clean,rating,sentiment_class,date,year,month,quarter,period,trip_type,reviewer_type,reviewer_name,word_count,like_count,has_images,image_count,image_urls,has_sacred_content,has_ritual,has_actor,has_space,has_spiritual,has_festival,has_rule,language,is_translated,original_language,review_link
238,142404691,Jyotirlinga in dire need of maintenance,Its one of the twelve jyotirlinga of Lord Shiva. But is in a very sad state. It needs repair and regular cleaning of the surroundings.The temple is open at 5 AM but closes in the afternoon and reopens at 5 PM. Only Hindus are allowed to enter. Inside a number of temples of other gods & goddesses are there. At the back is river baghmati and also the cremation ghat for Hindus. If you are religious then you will not mind the sorroundings and love the temple.,5,positive,2012-10-09,2012,10,4,early_period,family,likely_pilgrim,RatnaNK,87,4,False,0,,True,True,False,True,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r142404691-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
239,142528674,If you want to see a cremation of a human body,"It is a very interesting site but only if you are able to handle strong smells(burnt human flesh). Not clean at all. You will find a good number of ""exciting saddhus"" to take a picture with. You can just see the ""ghats"" cremation sites from the other side of the river",4,positive,2012-10-10,2012,10,4,early_period,couples,likely_tourist,carlos f,51,0,False,0,,True,True,False,True,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r142528674-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
240,142552428,An amazing look into the life and death of Hindus.,"Pashupatinath was a solemn look into Hindus end of life practices are carried out. The funeral pyres seem to be going around the clock, and the mourners endless. A guide is crucial in my opinion as most guide books only point out the basics, but a good guide will answer many questions about the rituals you see happening on both sides of the river. *Note: There are plenty of tourist police that are very friendly, but are busting unlicensed guides. I witnessed many groups losing their guides they paid as the tourism dept is trying to crack down on frauds. Licensed guides go through rigorous studies to insure accurate information and good presentation is given to all tourists. Make sure yours has a license. I can recommend Kumar Dahal which I used for multiple days and was very helpful and informative. kumarngo@hotmail.com Pashupatinath and Bodnath Stupa are close to the airport area, try to work that into your plans when you are nearby; either coming, going or taking an Everest flight. I hired a car and driver through my guide, so I was able to hit these as soon as I landed and just left my luggage in the car.",5,positive,2012-10-11,2012,10,4,early_period,solo,mixed,Graybeard73,200,0,True,3,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/f5/b6/83/pashupatinath-temple.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/f5/b6/a8/pashupatinath-temple.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/f5/b6/cf/pashupatinath-temple.jpg,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r142552428-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
241,142654098,strong experience,"Unless you want to be shocked, I would not advise to visit it. Public cremations, dirty river, smell of burned meat and a thick cloud of ashes in the air. It was quite a strong experience.",1,negative,2012-10-12,2012,10,4,early_period,couples,likely_tourist,Christina M,36,0,False,0,,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r142654098-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
242,142678109,The burning of budies is not a pleasent sight,The only reason people visit Psshupatinath is to see the cremation of dead Nepalese. We did not like it. The place is dirty. The smell is horrible. We will not return.,1,negative,2012-10-12,2012,10,4,early_period,friends,likely_tourist,Alon,31,1,False,0,,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r142678109-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
243,142680690,"Incredible, eye opening","For someone from the ""western"" world, this was an incredible place for us to visit, just to soak in the atmosphere and to watch the people and experience the cremations. Very educational and emotional and something you will never forget. Don't miss it.",5,positive,2012-10-12,2012,10,4,early_period,family,likely_pilgrim,default29012019,43,0,False,0,,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r142680690-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
244,142697935,good to see,"found it really interesting to go see, couldnt get into the temple and found it a bit confusing, Payed the 500 rupee but Im not really sure what for as there was no one to collect of check tickets and you cannot enter the temple but the ghats are definitely worth a visit if you can stand the smell and the smoke.",4,positive,2012-10-13,2012,10,4,early_period,friends,likely_tourist,emmaanne1,62,0,False,0,,True,False,False,True,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r142697935-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
245,142698238,An incredibly diverse Temple,We visited here late in afternoon and walked through the complex admiring the architecture while dodging the cows and monkeys. Ensure you either have a good book or a guide as this is one of the most important Hindu Temples of Lord Shiva as well as being a Unesco world heritage site.,5,positive,2012-10-13,2012,10,4,early_period,friends,likely_tourist,toad69,52,1,False,0,,True,False,True,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r142698238-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
246,142705902,Amazing Cultural Experience,"It feels very odd terming this an ""Attraction"" in Kathmandu - It is after all a Hindu crematorium. But I can't help saying that I highly recommend it as a cultural experience. We went in the afternoon - brutal sun - so don't leave without your hat, sunscreen and bottle of water - oh, and tho' I hate to admit it, a camera. (Discreetly used.) There is a small entrance fee and unless you are a scholar of anthropology/Hinduism, you will find it useful and more meaningful to hire a guide - shouldn't cost more than 400 rupees for about one hour if you are a couple/small family. And, if you feel its appropriate, at the end you can tip and round it up to 500/=. Always agree on the fee before you embark on your guided tour, The guide will show you the funeral pyres and this might come with a warning if the BBC were going to televise it - ""some scenes are graphic and unsuitable for young children"" - or those with weak stomach. We arrived to see a partially burned body - blackened feet clearly visible. Observing the rituals is undeniably fascinating - the washing of the deceased's feet in the river, wrapping the body in orange cloth, decorating it with marigold flower garlands, and even the ritual walking around the body after it has been lain out on the bamboo fire chamber before starting the fire - in the deceased's mouth. The bizarrely made up Holi men with their loin cloths are more than happy to pose with you for photos - for ""small money Madam!"" Although this is not called the Monkey Temple - that name reserved for another temple here, the day we went every monkey in Kathmandu had come for a picnic - they steal the offering plates (especially tempting since everyone puts out bananas!). Very entertaining. Allow about one hour. This is not a place you want to sit and eat and drink. You will just drink in the cultural of it all and marvel at our differences - Our cremations so private and planned down to the last detail. These cremations so spontaneous and taking place so openly. I came away and immediately started to google many things that the guide had told me to better understand (and check his accuracy). It is a whole education.",5,positive,2012-10-13,2012,10,4,early_period,friends,likely_tourist,Karen R,396,0,True,3,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/f7/52/a3/pashupatinath-temple.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/f7/53/f7/pashupatinath-temple.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/f7/54/2b/pashupatinath-temple.jpg,True,True,True,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r142705902-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
247,142712717,"Okay, but the main temple is restricted to Hindus only","A little disappointed with this place as the main thing to actually see is is restricted to Hindus only, yet we paid a lot as tourists to enter. It is a cremation ghat however, so we did get to see a cremation ceremony by the river, which was unexpected. Apart from that there really isn't much that you can't see anywhere else in Kathmandu.",3,neutral,2012-10-13,2012,10,4,early_period,couples,likely_tourist,DavyKathmandu,64,1,False,0,,True,True,False,True,False,False,True,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r142712717-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
248,142713675,Real Nepal,"A place full of tradition, faith, history, the real face of Nepal. Don't miss it! really spiritual and suggestive",5,positive,2012-10-13,2012,10,4,early_period,solo,mixed,Lux1980,19,0,False,0,,True,True,False,False,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r142713675-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
249,143082320,Average,"This was not our favorite, before you reach the temple there are lines of people trying to sell you traditional merchandise, then once you pay the entry fee you are swarmed with ""tour guides"" wanting a ""minimum fee"", then there are the in ""full costume holy men"" asking for a small fee to take a picture of them posing with you, it goes on. We did not watch the cremation ceremony as just felt inappropriate so we spent our time there strolling the area, taking in the pagoda style of architecture and paying homage to this significant Hindu temple on the backs of the Bagmati River.",3,neutral,2012-10-17,2012,10,4,early_period,couples,likely_tourist,Mi-Dan20,106,2,False,0,,True,True,False,True,False,False,True,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r143082320-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
250,143118013,A Hindu Experience,"I found the place both fascinating and challenging. Standing watching a family cremate their loved one was surreal and I was grateful to them for seeing it. The history, religion and cultural make up of the place is most definitely worth seeing. Try get there earlier in the morning before the main crowds and it is worth getting a good guide to explain the ins and outs. However the guides are more forceful for the fee ( a little too costly for my liking compared to other local) and the fake holy men can be a little cheeky on why they ask, but I did find them entertaining and worth having a pic with.",4,positive,2012-10-18,2012,10,4,early_period,couples,likely_tourist,Pumbah_pig,114,0,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r143118013-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
